"","NUNID.2","NUNID.1","NUNIDS.2","AGB.2","AGB.1","BALIVE.2","BALIVE.1","CUT","FIRE_ALL","INSDIS","G_FIRE","C_FIRE","LAT.2","LON.2","REMPER.2","MEASYEAR.2","MEASYEAR.1","STDAGE.2","STDAGE.1","STDORGCD.1","STDORGCD.2","FORTYPCD.1","FORTYPCD.2","ECOSUBCD.1","DISTURB","rep_std","since_fire","severity","sev_mean","fire_id_mtbs","id_1","fire_yr","fire_mn","fire_day","INVYR.x","STATECD.x","UNITCD.x","COUNTYCD.x","PLOT.x","MEASMON","MEASDAY","pplotid.x","INVYR.y","STATECD.y","UNITCD.y","COUNTYCD.y","PLOT.y","FLDSZCD.x","CONDPROP_UNADJ.x","STDAGE.x","FLDAGE.x","pplotid.y","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","FLDSZCD.y","CONDPROP_UNADJ.y","STDAGE.y","FLDAGE.y","pplotid","date","date_ym","diff_yr","diff_mn","diff_dy","diff_days","diff_months","diff_years","seed_count.1","sd_spp_rich.1","seed_count_con.1","sd_spp_rich_con.1","seed_count.2","sd_spp_rich.2","seed_count_con.2","sd_spp_rich_con.2","seed_ct_ch","sdsp_rh_ch","seed_ct_ch_con","sdsp_rh_ch_con"
"970","6-2-89-61348-2018","6-2-89-61348-2008","6-2-89-61348",91195.9410864764,281031.395304263,0,201.0347,0,1,0,1,0,40.949609,-122.479133,11.1,2019,2008,0,125,0,0,933,999,"M261Ai",1,1,1,1,4,"CA4094312242720180905","CA40943122427","2018","09","05",2008,6,2,89,61348,8,4,"6-2-89-61348",2008,6,2,89,61348,NA,0.055588,NA,NA,"6-2-89-61348",2018,6,2,89,61348,3,0.060819,187,187,"6-2-89-61348","2019-8-4","2019-8",1,-1,-1,334,10.98,0.92,0,0,0,0,0,0,0,0,0,0,0,0
"971","6-2-89-63169-2015","6-2-89-63169-2005","6-2-89-63169",50508.9475027271,38983.7115501491,57.2951,44.3563,0,1,1,1,0,40.712703,-122.471443,10.5,2015,2005,60,50,0,0,221,221,"M261Ai",1,0,7,0,2,"CA4069812251020080622","CA40698122510","2008","06","22",2005,6,2,89,63169,5,10,"6-2-89-63169",2005,6,2,89,63169,3,1,50,50,"6-2-89-63169",2015,6,2,89,63169,3,1,60,60,"6-2-89-63169","2015-5-10","2015-5",7,-1,-12,2513,82.64,6.89,926.1308,3,370.45232,2,9631.76032,2,9446.53416,1,8705.62952,-1,9076.08184,-1
"972","6-2-89-64221-2013","6-2-89-64221-2003","6-2-89-64221",159402.659023985,168217.285017962,194.3529,176.7347,0,1,0,1,0,40.963061,-122.059674,10.3,2013,2003,60,50,0,0,371,371,"M261Ai",1,0,1,0,2,"CA4099512207820120818","CA40995122078","2012","08","18",2003,6,2,89,64221,6,5,"6-2-89-64221",2003,6,2,89,64221,NA,0.016046,NA,NA,"6-2-89-64221",2013,6,2,89,64221,NA,0.016046,NA,NA,"6-2-89-64221","2013-6-5","2013-6",1,-2,-13,291,9.57,0.8,0,0,0,0,0,0,0,0,0,0,0,0
"973","6-2-89-65160-2011","6-2-89-65160-2001","6-2-89-65160",166662.739043299,177452.735226877,135.4592,136.3583,0,1,0,1,0,40.80461,-122.534224,9.7,2011,2001,90,80,0,0,933,933,"M261Ai",1,0,3,0,2,"CA4069812251020080622","CA40698122510","2008","06","22",2001,6,2,89,65160,11,20,"6-2-89-65160",2001,6,2,89,65160,3,1,80,80,"6-2-89-65160",2011,6,2,89,65160,3,1,90,90,"6-2-89-65160","2011-11-20","2011-11",3,5,-2,1245,40.94,3.41,0,0,0,0,0,0,0,0,0,0,0,0
"974","6-2-89-65663-2013","6-2-89-65663-2003","6-2-89-65663",396026.641803411,398314.981439033,301.6513,282.9305,0,1,0,1,0,40.993667,-121.774436,10.4,2013,2003,105,95,0,0,371,371,"M261Dj",1,0,4,0,1,"CA4098612181220090802","CA40986121812","2009","08","02",2003,6,2,89,65663,5,27,"6-2-89-65663",2003,6,2,89,65663,NA,0.012644,NA,NA,"6-2-89-65663",2013,6,2,89,65663,NA,0.012644,NA,NA,"6-2-89-65663","2013-5-27","2013-5",4,-3,25,1394,45.84,3.82,0,0,0,0,0,0,0,0,0,0,0,0
"975","6-2-89-66502-2011","6-2-89-66502-2001","6-2-89-66502",174149.77652412,183912.934304676,194.6964,199.476,0,1,0,1,0,40.980114,-121.83122,9.5,2011,2001,85,75,0,0,371,371,"M261Dj",1,0,2,0,2,"CA4098612181220090802","CA40986121812","2009","08","02",2001,6,2,89,66502,10,25,"6-2-89-66502",2001,6,2,89,66502,3,1,75,75,"6-2-89-66502",2011,6,2,89,66502,3,1,85,85,"6-2-89-66502","2011-10-25","2011-10",2,2,23,814,26.77,2.23,0,0,0,0,0,0,0,0,0,0,0,0
"976","6-2-89-70168-2012","6-2-89-70168-2002","6-2-89-70168",35460.0698220133,36392.4625814484,74.5764,38.2899,0,0,0,0,0,40.710117,-122.225668,9.8,2012,2002,85,75,0,0,924,924,"M261Cb",0,0,8,0,2,"CA4071812219420040811","CA40718122194","2004","08","11",2002,6,2,89,70168,7,9,"6-2-89-70168",2002,6,2,89,70168,2,1,75,75,"6-2-89-70168",2012,6,2,89,70168,0,0.25,0,0,"6-2-89-70168","2012-7-9","2012-7",8,-1,-2,2888,94.97,7.91,0,0,0,0,0,0,0,0,0,0,0,0
"977","6-2-89-71910-2012","6-2-89-71910-2002","6-2-89-71910",122345.71238416,200564.043632813,117.4463,200.9509,0,0,0,0,0,40.54698,-121.401308,9.9,2012,2002,115,105,0,0,261,261,"M261Dm",0,0,6,0,1,"CA4055512141920061031","CA40555121419","2006","10","31",2002,6,2,89,71910,8,24,"6-2-89-71910",2002,6,2,89,71910,4,1,105,105,"6-2-89-71910",2012,6,2,89,71910,4,1,115,115,"6-2-89-71910","2012-8-24","2012-8",6,-2,-7,2122,69.78,5.82,0,0,0,0,0,0,0,0,0,0,0,0
"978","6-2-89-77865-2018","6-2-89-77865-2008","6-2-89-77865",14449.3275163093,11608.3179994718,28.15,20.9146,0,0,0,0,0,40.871351,-121.559139,10,2018,2008,125,115,0,0,922,923,"M261Dj",0,0,4,0,1,"CA4072012156220140731","CA40720121562","2014","07","31",2008,6,2,89,77865,5,30,"6-2-89-77865",2008,6,2,89,77865,3,1,115,115,"6-2-89-77865",2018,6,2,89,77865,3,1,125,125,"6-2-89-77865","2018-5-30","2018-5",4,-2,-1,1398,45.97,3.83,3334.07088,2,0,0,10187.4388,3,0,0,6853.36792,1,0,0
"979","6-2-89-81173-2013","6-2-89-81173-2003","6-2-89-81173",464172.224524999,440755.148023478,288.9301,296.6219,0,1,0,1,0,41.088424,-122.100833,10.3,2013,2003,140,130,0,0,371,371,"M261Ai",1,0,1,0,2,"CA4099512207820120818","CA40995122078","2012","08","18",2003,6,2,89,81173,6,10,"6-2-89-81173",2003,6,2,89,81173,NA,0.01319,NA,NA,"6-2-89-81173",2013,6,2,89,81173,NA,0.01319,NA,NA,"6-2-89-81173","2013-6-10","2013-6",1,-2,-8,296,9.73,0.81,0,0,0,0,0,0,0,0,0,0,0,0
"980","6-2-89-86978-2011","6-2-89-86978-2001","6-2-89-86978",0,24081.8793321488,0,39.5101,0,1,0,0,1,40.69175,-122.631719,9.7,2011,2001,7,22,0,0,962,934,"M261Ai",1,1,7,0,2,"CA4074012270320040814","CA40740122703","2004","08","14",2001,6,2,89,86978,7,25,"6-2-89-86978",2001,6,2,89,86978,2,1,22,22,"6-2-89-86978",2011,6,2,89,86978,1,0.25,7,7,"6-2-89-86978","2011-7-25","2011-7",7,-1,11,2536,83.39,6.95,0,0,0,0,0,0,0,0,0,0,0,0
"981","6-2-89-90370-2018","6-2-89-90370-2008","6-2-89-90370",0,447499.085223826,0,260.1026,1,1,0,0,1,41.038104,-122.074703,9.1,2018,2009,5,150,0,1,371,912,"M261Ai",1,1,6,1,4,"CA4099512207820120818","CA40995122078","2012","08","18",2008,6,2,89,90370,8,19,"6-2-89-90370",2008,6,2,89,90370,4,0.247275,150,150,"6-2-89-90370",2018,6,2,89,90370,1,0.247275,6,6,"6-2-89-90370","2018-8-19","2018-8",6,0,1,2191,72.05,6,5927.23712,3,0,0,1481.80928,3,185.22616,1,-4445.42784,0,185.22616,1
"982","6-2-89-92386-2018","6-2-89-92386-2008","6-2-89-92386",11120.4004466931,33339.2045628472,23.2416,46.6298,0,1,0,0,1,40.482729,-122.486491,10.3,2018,2008,70,60,0,0,924,934,"M261Cb",1,0,6,1,3,"CA4047812246920120705","CA40478122469","2012","07","05",2008,6,2,89,92386,5,27,"6-2-89-92386",2008,6,2,89,92386,3,1,60,60,"6-2-89-92386",2018,6,2,89,92386,3,1,70,70,"6-2-89-92386","2018-5-27","2018-5",6,-2,22,2151,70.73,5.89,740.90464,3,370.45232,1,1481.80928,2,0,0,740.90464,-1,-370.45232,-1
"983","6-2-93-51464-2018","6-2-93-51464-2008","6-2-93-51464",134503.747114289,118867.881310099,113.3028,101.6161,0,1,0,1,0,41.911425,-123.162925,9.7,2018,2008,90,80,0,0,368,368,"M261Ae",1,0,6,0,1,"CA4188812325320120805","CA41888123253","2012","08","05",2008,6,2,93,51464,9,16,"6-2-93-51464",2008,6,2,93,51464,3,0.25,85,85,"6-2-93-51464",2018,6,2,93,51464,3,0.25,95,95,"6-2-93-51464","2018-9-16","2018-9",6,1,11,2231,73.36,6.11,2963.61856,5,1296.58312,3,1296.58312,3,740.90464,2,-1667.03544,-2,-555.67848,-1
"984","6-2-93-54192-2018","6-2-93-54192-2008","6-2-93-54192",357613.287177126,415064.122585458,241.1369,306.1565,0,1,1,1,0,41.894897,-123.014953,9.6,2018,2008,380,260,0,0,371,371,"M261Ae",1,0,2,1,3,"CA4185312311520160828","CA41853123115","2016","08","28",2008,6,2,93,54192,10,29,"6-2-93-54192",2008,6,2,93,54192,2,0.050979,25,25,"6-2-93-54192",2018,6,2,93,54192,2,0.050979,35,35,"6-2-93-54192","2018-10-29","2018-10",2,2,1,792,26.04,2.17,0,0,0,0,0,0,0,0,0,0,0,0
"985","6-2-93-55836-2012","6-2-93-55836-2002","6-2-93-55836",174892.423735513,187257.486286484,168.5087,215.0284,0,1,0,1,0,41.347874,-123.454825,10,2012,2002,95,85,0,0,371,371,"M261Af",1,0,6,0,2,"CA4133612346520060724","CA41336123465","2006","07","24",2002,6,2,93,55836,8,24,"6-2-93-55836",2002,6,2,93,55836,2,1,85,85,"6-2-93-55836",2012,6,2,93,55836,3,1,95,95,"6-2-93-55836","2012-8-24","2012-8",6,1,0,2220,73,6.08,0,0,0,0,0,0,0,0,0,0,0,0
"986","6-2-93-58914-2018","6-2-93-58914-2008","6-2-93-58914",114415.463259014,159540.854845044,114.6637,166.0032,0,1,0,1,0,41.250189,-123.077286,10,2018,2008,110,100,0,0,261,261,"M261Ag",1,0,4,0,1,"CA4126812300220140731","CA41268123002","2014","07","31",2008,6,2,93,58914,10,14,"6-2-93-58914",2008,6,2,93,58914,3,1,100,100,"6-2-93-58914",2018,6,2,93,58914,3,1,110,110,"6-2-93-58914","2018-10-14","2018-10",4,3,-17,1534,50.44,4.2,0,0,0,0,0,0,0,0,0,0,0,0
"987","6-2-93-60255-2018","6-2-93-60255-2008","6-2-93-60255",24809.0104850697,30033.1686812057,56.9204,78.4836,0,1,0,1,0,41.999019,-122.208032,8.9,2018,2009,80,85,0,0,371,371,"M261Da",1,0,4,0,2,"OR4204812234620140731","OR42048122346","2014","07","31",2008,6,2,93,60255,9,29,"6-2-93-60255",2008,6,2,93,60255,2,0.23061,NA,998,"6-2-93-60255",2018,6,2,93,60255,2,0.23061,NA,998,"6-2-93-60255","2018-9-29","2018-9",4,2,-2,1519,49.95,4.16,2222.71392,3,740.90464,1,1667.03544,2,0,0,-555.67848,-1,-740.90464,-1
"988","6-2-93-61043-2018","6-2-93-61043-2008","6-2-93-61043",354430.169911663,564849.890754362,250.4454,375.3461,0,1,1,1,0,41.397399,-123.257319,8.9,2018,2009,365,355,0,0,261,261,"M261Ag",1,0,1,0,2,"CA4143512316220170626","CA41435123162","2017","06","26",2008,6,2,93,61043,7,24,"6-2-93-61043",2008,6,2,93,61043,5,1,355,355,"6-2-93-61043",2018,6,2,93,61043,5,1,365,365,"6-2-93-61043","2018-7-24","2018-7",1,1,-2,393,12.92,1.08,0,0,0,0,0,0,0,0,0,0,0,0
"989","6-2-93-63627-2015","6-2-93-63627-2005","6-2-93-63627",67425.3132808726,120851.965809404,70.7595,119.9366,0,1,0,0,1,41.905026,-122.819356,10.4,2015,2005,100,90,0,0,933,923,"M261Ae",1,0,1,1,3,"CA4192412288020140730","CA41924122880","2014","07","30",2005,6,2,93,63627,6,6,"6-2-93-63627",2005,6,2,93,63627,3,1,90,90,"6-2-93-63627",2015,6,2,93,63627,3,1,100,100,"6-2-93-63627","2015-6-6","2015-6",1,-1,-24,311,10.23,0.85,1111.35696,1,0,0,555.67848,1,0,0,-555.67848,0,0,0
"990","6-2-93-64696-2017","6-2-93-64696-2007","6-2-93-64696",14186.2076611869,112494.735326661,11.452,132.6376,0,1,0,0,1,41.29282,-123.403767,9.8,2017,2007,2,30,0,0,961,933,"M261Ap",1,1,4,1,4,"CA4133312337620130731","CA41333123376","2013","07","31",2007,6,2,93,64696,10,21,"6-2-93-64696",2007,6,2,93,64696,2,1,30,30,"6-2-93-64696",2017,6,2,93,64696,NA,0.25,NA,NA,"6-2-93-64696","2017-10-21","2017-10",4,3,-10,1541,50.67,4.22,3889.74936,3,185.22616,1,1111.35696,3,740.90464,1,-2778.3924,0,555.67848,0
"991","6-2-93-70171-2018","6-2-93-70171-2008","6-2-93-70171",305354.143653416,339841.754540845,232.8561,258.2533,0,1,0,1,0,41.663222,-123.643249,8.7,2018,2009,208,306,0,0,202,202,"M261Ad",1,0,1,1,3,"CA4178612347520170812","CA41786123475","2017","08","12",2008,6,2,93,70171,9,21,"6-2-93-70171",2008,6,2,93,70171,4,1,306,306,"6-2-93-70171",2018,6,2,93,70171,4,1,208,208,"6-2-93-70171","2018-9-21","2018-9",1,1,9,404,13.29,1.11,2963.61856,5,2407.94008,3,1852.2616,1,1852.2616,1,-1111.35696,-4,-555.67848,-2
"992","6-2-93-72149-2017","6-2-93-72149-2007","6-2-93-72149",145155.609825706,231441.236907768,100.6677,180.6336,0,1,0,0,1,41.593664,-123.465218,9.6,2017,2007,9,70,0,0,941,941,"M261Af",1,1,9,1,3,"CA4154112338120080722","CA41541123381","2008","07","22",2007,6,2,93,72149,10,23,"6-2-93-72149",2007,6,2,93,72149,2,1,70,70,"6-2-93-72149",2017,6,2,93,72149,1,1,9,9,"6-2-93-72149","2017-10-23","2017-10",9,3,1,3377,111.05,9.25,14077.18816,3,0,0,14077.18816,5,8520.40336,1,0,2,8520.40336,1
"993","6-2-93-74445-2017","6-2-93-74445-2007","6-2-93-74445",0,216594.568250954,0,176.6608,0,1,0,0,1,41.277258,-123.004443,10.2,2017,2007,2,132,0,0,261,922,"M261Ag",1,1,3,1,4,"CA4126812300220140731","CA41268123002","2014","07","31",2007,6,2,93,74445,7,17,"6-2-93-74445",2007,6,2,93,74445,4,1,132,132,"6-2-93-74445",2017,6,2,93,74445,1,1,2,2,"6-2-93-74445","2017-7-17","2017-7",3,0,-14,1081,35.55,2.96,0,0,0,0,0,0,0,0,0,0,0,0
"994","6-2-93-77888-2015","6-2-93-77888-2005","6-2-93-77888",514961.343793833,512262.408425407,314.3176,312.6473,0,1,0,1,0,41.641971,-123.403388,11.4,2016,2005,226,215,0,0,371,371,"M261Af",1,0,8,0,2,"CA4154112338120080722","CA41541123381","2008","07","22",2005,6,2,93,77888,6,1,"6-2-93-77888",2005,6,2,93,77888,4,1,215,215,"6-2-93-77888",2015,6,2,93,77888,4,1,226,226,"6-2-93-77888","2016-6-1","2016-6",8,-1,-21,2869,94.34,7.86,9261.308,2,0,0,3889.74936,2,0,0,-5371.55864,0,0,0
"995","6-2-93-81313-2013","6-2-93-81313-2003","6-2-93-81313",0,268495.359061048,0,161.4902,0,1,0,0,1,41.609254,-123.301939,10.3,2013,2003,5,200,0,0,371,933,"M261Ag",1,1,5,1,4,"CA4154112338120080722","CA41541123381","2008","07","22",2003,6,2,93,81313,6,11,"6-2-93-81313",2003,6,2,93,81313,4,1,200,200,"6-2-93-81313",2013,6,2,93,81313,1,1,5,5,"6-2-93-81313","2013-6-11","2013-6",5,-1,-11,1784,58.66,4.89,0,0,0,0,0,0,0,0,0,0,0,0
"996","6-2-93-83026-2018","6-2-93-83026-2008","6-2-93-83026",70442.3463080486,75995.2651495765,97.276,115.4596,0,1,0,1,0,41.886454,-123.539652,11,2019,2008,165,255,0,0,371,371,"M261Ad",1,0,1,1,3,"CA4195612355120180715","CA41956123551","2018","07","15",2008,6,2,93,83026,9,18,"6-2-93-83026",2008,6,2,93,83026,3,1,255,255,"6-2-93-83026",2018,6,2,93,83026,3,1,165,165,"6-2-93-83026","2019-9-18","2019-9",1,2,3,429,14.11,1.18,3519.29704,4,3519.29704,4,1296.58312,2,1296.58312,2,-2222.71392,-2,-2222.71392,-2
"997","6-2-93-83398-2011","6-2-93-83398-2001","6-2-93-83398",0,0,0,0,0,1,0,1,0,41.367758,-123.310735,10,2011,2001,0,0,0,0,999,999,"M261Ag",1,1,3,1,4,"CA4134912330820080620","CA41349123308","2008","06","20",2001,6,2,93,83398,9,6,"6-2-93-83398",2001,6,2,93,83398,NA,0.315615,NA,NA,"6-2-93-83398",2011,6,2,93,83398,NA,0.099578,NA,NA,"6-2-93-83398","2011-9-6","2011-9",3,3,-14,1172,38.54,3.21,0,0,0,0,0,0,0,0,0,0,0,0
"998","6-2-93-92704-2018","6-2-93-92704-2008","6-2-93-92704",84656.4240764067,125757.429142764,11.9283,112.3383,0,1,0,1,0,41.451291,-123.069691,9.9,2018,2008,0,205,0,0,371,999,"M261Ag",1,1,1,1,3,"CA4143512316220170626","CA41435123162","2017","06","26",2008,6,2,93,92704,9,9,"6-2-93-92704",2008,6,2,93,92704,4,1,205,205,"6-2-93-92704",2018,6,2,93,92704,4,0.459368,250,250,"6-2-93-92704","2018-9-9","2018-9",1,3,-17,439,14.44,1.2,9816.98648,5,9446.53416,4,185.22616,1,0,0,-9631.76032,-4,-9446.53416,-4
"999","6-2-93-95230-2015","6-2-93-95230-2005","6-2-93-95230",413203.010181171,516336.694232698,250.0118,329.6514,0,1,0,1,0,41.794844,-123.409591,11.5,2016,2005,280,270,0,0,371,371,"M261Aa",1,0,9,0,2,"CA4180412341220070710","CA41804123412","2007","07","10",2005,6,2,93,95230,6,1,"6-2-93-95230",2005,6,2,93,95230,4,1,270,270,"6-2-93-95230",2015,6,2,93,95230,4,1,280,280,"6-2-93-95230","2016-6-1","2016-6",9,-1,-9,3246,106.74,8.89,13891.962,2,0,0,7409.0464,3,555.67848,1,-6482.9156,1,555.67848,1
"1000","6-2-93-95993-2012","6-2-93-95993-2002","6-2-93-95993",362451.909291558,378260.045998807,249.4066,242.4507,0,1,0,1,0,41.545576,-123.669109,9.8,2012,2002,260,250,0,0,371,371,"M261Ad",1,0,4,0,1,"CA4161412365820080621","CA41614123658","2008","06","21",2002,6,2,93,95993,8,20,"6-2-93-95993",2002,6,2,93,95993,5,1,250,250,"6-2-93-95993",2012,6,2,93,95993,4,1,260,260,"6-2-93-95993","2012-8-20","2012-8",4,2,-1,1520,49.98,4.16,0,0,0,0,0,0,0,0,0,0,0,0
"1001","6-2-93-96031-2015","6-2-93-96031-2005","6-2-93-96031",119067.892133149,147256.696405543,118.0755,156.0361,0,1,0,1,0,41.635151,-123.227606,11.2,2016,2005,201,190,0,0,371,371,"M261Ag",1,0,2,1,3,"CA4179612337420140814","CA41796123374","2014","08","14",2005,6,2,93,96031,6,9,"6-2-93-96031",2005,6,2,93,96031,4,1,190,190,"6-2-93-96031",2015,6,2,93,96031,4,1,201,201,"6-2-93-96031","2016-6-9","2016-6",2,-2,-5,664,21.83,1.82,926.1308,2,926.1308,2,370.45232,1,370.45232,1,-555.67848,-1,-555.67848,-1
"1002","6-2-93-96795-2012","6-2-93-96795-2002","6-2-93-96795",162429.039820058,203809.192829523,186.8653,128.3543,0,1,0,1,0,41.414411,-123.299506,10.2,2012,2002,140,130,0,0,371,371,"M261Af",1,0,6,0,2,"CA4142612330620060724","CA41426123306","2006","07","24",2002,6,2,93,96795,7,17,"6-2-93-96795",2002,6,2,93,96795,3,1,130,130,"6-2-93-96795",2012,6,2,93,96795,NA,0.25,NA,NA,"6-2-93-96795","2012-7-17","2012-7",6,0,-7,2183,71.79,5.98,0,0,0,0,0,0,0,0,0,0,0,0
"1003","6-2-93-96854-2017","6-2-93-96854-2007","6-2-93-96854",0,425646.897249409,0,257.7031,0,1,0,0,1,41.780878,-123.203775,9.9,2017,2007,0,150,0,0,371,999,"M261Ag",1,1,3,1,4,"CA4179612337420140814","CA41796123374","2014","08","14",2007,6,2,93,96854,6,1,"6-2-93-96854",2007,6,2,93,96854,3,1,150,150,"6-2-93-96854",2017,6,2,93,96854,0,1,0,0,"6-2-93-96854","2017-6-1","2017-6",3,-2,-13,1021,33.57,2.8,0,0,0,0,0,0,0,0,0,0,0,0
"1004","6-2-93-97593-2018","6-2-93-97593-2008","6-2-93-97593",225104.081019458,324874.016692121,165.9884,270.6092,1,1,0,1,0,41.73745,-123.46197,9.7,2018,2008,110,100,0,0,371,371,"M261Aa",1,0,1,0,2,"CA4178612347520170812","CA41786123475","2017","08","12",2008,6,2,93,97593,9,15,"6-2-93-97593",2008,6,2,93,97593,3,1,100,100,"6-2-93-97593",2018,6,2,93,97593,NA,0.001892,NA,NA,"6-2-93-97593","2018-9-15","2018-9",1,1,3,398,13.09,1.09,4260.20168,3,555.67848,1,185.22616,1,0,0,-4074.97552,-2,-555.67848,-1
"1005","6-3-103-64370-2012","6-3-103-64370-2002","6-3-103-64370",69816.0355518092,56604.7574806707,84.7522,69.9429,0,0,0,0,0,40.106157,-122.94579,9.9,2012,2002,90,80,0,0,934,933,"M261Ba",0,0,4,0,1,"CA4009612297920080621","CA40096122979","2008","06","21",2002,6,3,103,64370,9,30,"6-3-103-64370",2002,6,3,103,64370,2,1,80,80,"6-3-103-64370",2012,6,3,103,64370,NA,0.108001,NA,NA,"6-3-103-64370","2012-9-30","2012-9",4,3,9,1560,51.3,4.27,0,0,0,0,0,0,0,0,0,0,0,0
"1006","6-3-103-65404-2012","6-3-103-65404-2002","6-3-103-65404",18308.8821218838,16853.9501674758,20.7421,17.641,0,1,0,1,0,40.264019,-121.847029,9.5,2012,2002,85,75,0,0,924,924,"M261Fa",1,0,4,0,2,"CA4025112187120080623","CA40251121871","2008","06","23",2002,6,3,103,65404,10,19,"6-3-103-65404",2002,6,3,103,65404,2,1,75,75,"6-3-103-65404",2012,6,3,103,65404,2,1,85,85,"6-3-103-65404","2012-10-19","2012-10",4,4,-4,1578,51.89,4.32,0,0,0,0,0,0,0,0,0,0,0,0
"1007","6-3-103-66280-2013","6-3-103-66280-2003","6-3-103-66280",272592.166955726,399197.013591907,217.6502,336.015,0,1,0,0,0,40.158591,-121.465994,10.1,2013,2003,210,250,0,0,371,371,"M261Dm",1,0,5,0,2,"CA4019412149120080621","CA40194121491","2008","06","21",2003,6,3,103,66280,8,11,"6-3-103-66280",2003,6,3,103,66280,4,1,250,250,"6-3-103-66280",2013,6,3,103,66280,4,1,210,210,"6-3-103-66280","2013-8-11","2013-8",5,2,-10,1876,61.69,5.14,0,0,0,0,0,0,0,0,0,0,0,0
"1008","6-3-103-67973-2014","6-3-103-67973-2004","6-3-103-67973",285403.841079581,280423.4862694,225.8924,228.0085,0,1,0,1,0,40.119528,-122.876047,9.3,2014,2005,78,100,0,0,923,922,"M261Ba",1,0,6,0,1,"CA4009612297920080621","CA40096122979","2008","06","21",2004,6,3,103,67973,5,12,"6-3-103-67973",2004,6,3,103,67973,4,1,100,100,"6-3-103-67973",2014,6,3,103,67973,3,1,78,78,"6-3-103-67973","2014-5-12","2014-5",6,-1,-9,2151,70.73,5.89,1111.35696,4,740.90464,2,555.67848,2,370.45232,1,-555.67848,-2,-370.45232,-1
"1009","6-3-11-91697-2018","6-3-11-91697-2008","6-3-11-91697",0,80441.0228809135,0,72.9872,0,1,0,0,1,39.31196,-122.643971,11.1,2019,2008,7,75,0,0,933,361,"M261Ba",1,1,4,1,4,"CA3931912270720120707","CA39319122707","2012","07","07",2008,6,3,11,91697,5,1,"6-3-11-91697",2008,6,3,11,91697,2,1,75,75,"6-3-11-91697",2018,6,3,11,91697,1,1,7,7,"6-3-11-91697","2019-5-1","2019-5",7,-2,-6,2488,81.82,6.82,4815.88016,3,0,0,11669.24808,3,8890.85568,1,6853.36792,0,8890.85568,1
"1010","6-3-11-98640-2017","6-3-11-98640-2007","6-3-11-98640",20310.3152867119,31129.8449653593,11.9894,8.8908,0,1,0,1,0,39.271049,-122.628748,9.6,2017,2007,4,6,0,0,934,934,"M261Ba",1,1,5,0,2,"CA3931912270720120707","CA39319122707","2012","07","07",2007,6,3,11,98640,9,27,"6-3-11-98640",2007,6,3,11,98640,3,0.362042,95,95,"6-3-11-98640",2017,6,3,11,98640,3,0.332363,83,83,"6-3-11-98640","2017-9-27","2017-9",5,2,20,1906,62.68,5.22,1852.2616,2,740.90464,1,370.45232,2,185.22616,1,-1481.80928,0,-555.67848,0
"1011","6-3-17-55910-2015","6-3-17-55910-2005","6-3-17-55910",51238.1808830812,136675.660530208,41.4808,104.4179,0,1,0,0,1,38.811989,-120.469484,10.1,2015,2005,95,85,0,0,371,371,"M261Em",1,0,1,1,3,"CA3878212060420140913","CA38782120604","2014","09","13",2005,6,3,17,55910,4,27,"6-3-17-55910",2005,6,3,17,55910,3,0.137579,85,85,"6-3-17-55910",2015,6,3,17,55910,3,0.137579,95,95,"6-3-17-55910","2015-4-27","2015-4",1,-5,14,227,7.46,0.62,0,0,0,0,0,0,0,0,0,0,0,0
"1012","6-3-17-74171-2018","6-3-17-74171-2008","6-3-17-74171",0,199038.329254639,6.2965,180.8707,0,1,0,0,1,38.91041,-120.546953,9.8,2018,2008,4,150,0,0,933,933,"M261Eg",1,1,4,1,4,"CA3878212060420140913","CA38782120604","2014","09","13",2008,6,3,17,74171,10,20,"6-3-17-74171",2008,6,3,17,74171,2,1,150,150,"6-3-17-74171",2018,6,3,17,74171,1,1,4,4,"6-3-17-74171","2018-10-20","2018-10",4,1,7,1497,49.23,4.1,4074.97552,4,1481.80928,2,1296.58312,1,0,0,-2778.3924,-3,-1481.80928,-2
"1013","6-3-17-92930-2015","6-3-17-92930-2005","6-3-17-92930",0,187974.407778264,0,192.8423,0,1,0,0,1,38.952771,-120.491699,10.1,2015,2005,75,65,0,0,922,933,"M261Eg",1,0,1,1,4,"CA3878212060420140913","CA38782120604","2014","09","13",2005,6,3,17,92930,4,28,"6-3-17-92930",2005,6,3,17,92930,2,1,65,65,"6-3-17-92930",2015,6,3,17,92930,2,1,75,75,"6-3-17-92930","2015-4-28","2015-4",1,-5,15,228,7.5,0.62,3148.84472,3,185.22616,1,185.22616,1,0,0,-2963.61856,-2,-185.22616,-1
"1014","6-3-61-51204-2017","6-3-61-51204-2007","6-3-61-51204",94854.0126085123,97548.0210263746,128.4065,132.1384,0,1,0,1,0,39.224651,-120.630123,10.2,2017,2007,95,85,0,0,371,371,"M261Eh",1,0,9,0,2,"CA3920812059620080621","CA39208120596","2008","06","21",2007,6,3,61,51204,7,19,"6-3-61-51204",2007,6,3,61,51204,3,1,85,85,"6-3-61-51204",2017,6,3,61,51204,3,1,95,95,"6-3-61-51204","2017-7-19","2017-7",9,1,-2,3313,108.94,9.08,8149.95104,4,926.1308,3,2222.71392,1,0,0,-5927.23712,-3,-926.1308,-3
